title;url;author;date;views;game;game_type
Total War : WARHAMMER II - Free-LC « Empires Mortels » (Mortal Empires) disponible le 26 octobre;https://www.mundusbellicus.fr/550173-total-war-warhammer-ii-free-lc-empires-mortels-mortal-empires-disponible-le-26-octobre;ALG;2017-10-17 18:03:00;1981.0;Total War : Warhammer II;Total War
Sortie - ELEX;https://www.mundusbellicus.fr/550125-sortie-elex;CptSparke;2017-10-16 19:53:00;348.0;;
Conquest : 1066 AD - un retour d'entre les morts;https://www.mundusbellicus.fr/550107-mod-total-war-attila-conquest-1066-ad-un-retour-d-entre-les-morts;ALG;2017-10-16 15:54:00;358.0;;
Divide & Conquer - aperçu des Hauts des Galgals;https://www.mundusbellicus.fr/549975-divide-and-conquer-apercu-des-hauts-des-galgals;ALG;2017-10-14 12:25:00;976.0;;
Stellaris - Carnet des développeurs n°89 : SAV Post Sortie 2nd partie.;https://www.mundusbellicus.fr/549888-stellaris-carnet-des-developpeurs-n89-sav-post-sortie-2nd-partie;Vilcoyote;2017-10-12 18:32:00;808.0;Stellaris;Grande Stratégie
Mount & Blade II : Bannerlord - Carnet de développement n°26 : « Entretien avec Fatma Nadide Öçba  »;https://www.mundusbellicus.fr/549850-mount-and-blade-ii-bannerlord-carnet-de-developpement-no-26-entretien-avec-fatma-nadide-ocba;ALG;2017-10-11 23:09:00;762.0;Mount & Blade II : Bannerlord;RPG
Hearts of Iron IV - Carnet de développement du 11 Octobre 2017;https://www.mundusbellicus.fr/549815-hearts-of-iron-iv-carnet-de-developpement-du-11-octobre-2017;Limse;2017-10-11 20:05:00;1307.0;Hearts of Iron IV;Grande Stratégie
Total War : WARHAMMER II - Interview avec Ian Roxburgh sur le DLC « Empires Mortels » (DLC Mortal Empires);https://www.mundusbellicus.fr/549795-total-war-warhammer-ii-interview-avec-ian-roxburgh-sur-le-dlc-empires-mortels-dlc-mortal-empires;ALG;2017-10-11 15:34:00;2607.0;Total War : Warhammer II;Total War
Actu du Captain - Septembre 2017;https://www.mundusbellicus.fr/549769-actu-du-captain-septembre-2017;CptSparke;2017-10-11 10:20:00;253.0;;
Europa Universalis IV - Carnet de développement du 10 Octobre;https://www.mundusbellicus.fr/549739-europa-universalis-iv-carnet-de-developpement-du-10-octobre;DiderLord;2017-10-10 18:54:00;1238.0;Europa Universalis IV;Grande Stratégie
1220 : The Power and the Glory - un nouveau mod moyenâgeux pour Total War : Attila;https://www.mundusbellicus.fr/549712-1220-the-power-and-the-glory-un-nouveau-mod-moyenageux-pour-total-war-attila;ALG;2017-10-09 21:59:00;1328.0;;
Divide & Conquer - aperçu de Cair Andros, les Halls de Beorn et Caras Galadhon sur la carte de bataille;https://www.mundusbellicus.fr/549608-divide-and-conquer-apercu-de-cair-andros-les-halls-de-beorn-et-caras-galadhon-sur-la-carte-de-bataille;ALG;2017-10-08 01:57:00;1193.0;;
Stellaris - Carnet de développement n°88 : 1.8.2 SAV Post Sortie;https://www.mundusbellicus.fr/549521-stellaris-carnet-de-developpement-no-88-1-8-2-sav-post-sortie;Vilcoyote;2017-10-05 19:18:00;926.0;Stellaris;Grande Stratégie
Total War : WARHAMMER II - Steam Workshop et Assembly Kit disponible !;https://www.mundusbellicus.fr/549513-total-war-warhammer-ii-steam-workshop-et-assembly-kit-disponible;ALG;2017-10-05 16:53:00;933.0;Total War : Warhammer II;Total War
Annonce d'Europa Universalis IV : Cradle of Civilization;https://www.mundusbellicus.fr/549454-annonce-d-europa-universalis-iv-cradle-of-civilization;DiderLord;2017-10-05 15:34:00;1877.0;Europa Universalis IV;Grande Stratégie
Mount & Blade II : Bannerlord - Carnet de développement n°25 : « Armées et Influence »;https://www.mundusbellicus.fr/549500-mount-and-blade-ii-bannerlord-carnet-de-developpement-no-25-armees-et-influence;ALG;2017-10-05 13:49:00;1758.0;Mount & Blade II : Bannerlord;RPG
Qu'est-ce que Total War : WARHAMMER II ?;https://www.mundusbellicus.fr/549476-qu-est-ce-que-total-war-warhammer-ii;ALG;2017-10-05 02:19:00;212.0;Total War : Warhammer II;Total War
Hearts of Iron IV - Carnet de développement du 4 Octobre 2017;https://www.mundusbellicus.fr/549468-hearts-of-iron-iv-carnet-de-developpement-du-4-octobre-2017;Limse;2017-10-04 21:16:00;1086.0;Hearts of Iron IV;Grande Stratégie
Grim Dawn : Ashes of Malmouth - la date de sortie !;https://www.mundusbellicus.fr/549444-grim-dawn-ashes-of-malmouth-la-date-de-sortie;DiderLord;2017-10-04 18:11:00;380.0;;
Test - Total War : Warhammer II;https://www.mundusbellicus.fr/549390-test-total-war-warhammer-ii;CptSparke;2017-10-03 18:46:00;854.0;Total War : Warhammer II;Total War
Europa Universalis IV - Carnet de développement du 3 octobre;https://www.mundusbellicus.fr/549387-europa-universalis-4-carnet-de-developpement-du-3-octobre;DiderLord;2017-10-03 18:08:00;1158.0;Europa Universalis IV;Grande Stratégie
Age of Bronze - sortie version 1.5;https://www.mundusbellicus.fr/549347-total-war-rome-ii-mod-age-of-bronze-sortie-version-1-5;ALG;2017-10-03 01:49:00;1109.0;;
Total War : Rome II - Mod Eras of Rome : PAX ROMANA;https://www.mundusbellicus.fr/549289-total-war-rome-ii-mod-eras-of-rome-pax-romana;ALG;2017-10-02 02:17:00;624.0;;
Divide et Impera : aperçu du système de familles historiques;https://www.mundusbellicus.fr/549161-divide-et-impera-apercu-du-systeme-de-familles-historiques;ALG;2017-09-30 02:06:00;432.0;;
Stellaris - Carnet de développement n°87 : Un aperçu du futur.;https://www.mundusbellicus.fr/549155-stellaris-carnet-de-developpement-no-87-un-apercu-du-futur;Vilcoyote;2017-09-30 00:06:00;916.0;Stellaris;Grande Stratégie
Age of Rollo - aperçu de l'Empire byzantin;https://www.mundusbellicus.fr/549109-age-of-rollo-apercu-de-l-empire-byzantin;ALG;2017-09-29 12:03:00;497.0;;
Total War : WARHAMMER II - Bande-annonce 360° des Hauts Elfes pour la sortie du jeu;https://www.mundusbellicus.fr/549066-total-war-warhammer-ii-bande-annonce-360-degres-des-hauts-elfes-pour-la-sortie-du-jeu;ALG;2017-09-28 15:26:00;246.0;Total War : Warhammer II;Total War
Mount & Blade II : Bannerlord - Carnet de développement n°24 : « Entretien avec Meriç Neşeli »;https://www.mundusbellicus.fr/549064-mount-and-blade-ii-bannerlord-carnet-de-developpement-no-24-entretien-avec-meric-neseli;ALG;2017-09-28 15:04:00;511.0;Mount & Blade II : Bannerlord;RPG
Total War : WARHAMMER II disponible ! Mundus Bellicus en direct;https://www.mundusbellicus.fr/549036-total-war-warhammer-ii-disponible;ALG;2017-09-28 10:52:00;204.0;Total War : Warhammer II;Total War
Divide & Conquer - aperçu de Fornost, Annúminas et Gobel Tolfalas sur la carte de bataille;https://www.mundusbellicus.fr/549013-mod-divide-and-conquer-apercu-de-fornost-annuminas-et-gobel-tolfalas-sur-la-carte-de-bataille;ALG;2017-09-27 23:02:00;1408.0;;
Hearts of Iron IV - Carnet de développement du 27 Septembre 2017;https://www.mundusbellicus.fr/549000-hearts-of-iron-iv-carnet-de-developpement-du-27-septembre-2017;Limse;2017-09-27 20:40:00;894.0;Hearts of Iron IV;Grande Stratégie
Total War : WARHAMMER II - Promotion exclusive et jeu jouable demain matin;https://www.mundusbellicus.fr/548989-total-war-warhammer-ii-promotion-exclusive-et-jeu-jouable-demain-matin;ALG;2017-09-27 17:28:00;643.0;Total War : Warhammer II;Total War
Europa Universalis IV - Carnet de développement du 26 Septembre;https://www.mundusbellicus.fr/548917-europa-universalis-iv-carnet-de-developpement-du-26-septembre;DiderLord;2017-09-26 18:28:00;1722.0;Europa Universalis IV;Grande Stratégie
Aperçu - Field of Glory II;https://www.mundusbellicus.fr/548760-apercu-slitherine-field-of-glory-ii;CptSparke;2017-09-23 22:36:00;673.0;;
Medieval Kingdoms : Total War - aperçu de la République de Venise;https://www.mundusbellicus.fr/548739-medieval-kingdoms-total-war-apercu-de-la-republique-de-venise;ALG;2017-09-23 12:45:00;413.0;;
Gamesplanet - Promotion Stellaris & Total War (et DLC) jusqu'à dimanche;https://www.mundusbellicus.fr/548719-gamesplanet-promotion-stellaris-et-total-war-et-dlc-jusqu-a-dimanche;ALG;2017-09-23 08:46:00;508.0;Stellaris;Grande Stratégie
Europa Barbarorum II - Bande-annonce de la version 2.3;https://www.mundusbellicus.fr/548681-mod-europa-barbarorum-ii-bande-annonce-de-la-version-2-3;ALG;2017-09-22 13:04:00;483.0;;
Mount & Blade II : Bannerlord - Carnet de développement n°23 : « le Modding dans Bannerlord »;https://www.mundusbellicus.fr/548594-mount-and-blade-ii-bannerlord-carnet-de-developpement-no-23-le-modding-dans-bannerlord;ALG;2017-09-21 14:29:00;1523.0;Mount & Blade II : Bannerlord;RPG
Total War : Haegemonia - les Massyles dans la version 2.0;https://www.mundusbellicus.fr/548586-total-war-haegemonia-les-massyles-dans-la-version-2-0;ALG;2017-09-21 12:15:00;304.0;;
Total War : WARHAMMER II - Empires Mortels - Mortal Empires (Free-LC);https://www.mundusbellicus.fr/548551-total-war-warhammer-ii-empires-mortels-mortal-empires-free-lc;ALG;2017-09-21 00:47:00;12856.0;Total War : Warhammer II;Total War
Hearts of Iron IV - Carnet de développement du 20 Septembre 2017;https://www.mundusbellicus.fr/548544-hearts-of-iron-iv-carnet-de-developpement-du-20-septembre-2017;Limse;2017-09-20 22:35:00;1431.0;Hearts of Iron IV;Grande Stratégie
Hearts of Iron IV - Carnets de développement du 6 et du 13 Septembre 2017;https://www.mundusbellicus.fr/548463-hearts-of-iron-iv-carnets-de-developpement-du-6-et-du-13-septembre-2017;Limse;2017-09-19 22:43:00;1088.0;Hearts of Iron IV;Grande Stratégie
Europa Universalis IV - Carnet de développement du 19 Septembre 2017;https://www.mundusbellicus.fr/548439-europa-universalis-iv-carnet-de-developpement-du-19-septembre-2017;DiderLord;2017-09-19 22:20:00;1087.0;Europa Universalis IV;Grande Stratégie
Seven Kingdoms : Total War - mise à jour de la traduction française;https://www.mundusbellicus.fr/548425-seven-kingdoms-total-war-mise-a-jour-de-la-traduction-francaise;ALG;2017-09-19 14:17:00;298.0;;
Total War : WARHAMMER 2 - Let's Play avec les Hommes-lézards et Guide du débutant;https://www.mundusbellicus.fr/548390-total-war-warhammer-2-let-s-play-avec-les-hommes-lezards-et-guide-du-debutant;ALG;2017-09-19 00:36:00;764.0;Total War : Warhammer II;Total War
Mount & Blade II : Bannerlord - Carnet de développement du 14 septembre 2017;https://www.mundusbellicus.fr/548114-mount-and-blade-ii-bannerlord-carnet-de-developpement-du-14-septembre-2017;ALG;2017-09-14 23:24:00;807.0;Mount & Blade II : Bannerlord;RPG
Dominions 5 : Warriors of the Faith - Sortie prochaine;https://www.mundusbellicus.fr/548109-dominions-v-warriors-of-the-faith-sortie-prochaine;CptSparke;2017-09-14 22:26:00;510.0;;
Total War : WARHAMMER 2 - Bienvenue dans le Nouveau Monde;https://www.mundusbellicus.fr/548096-total-war-warhammer-2-bienvenue-dans-le-nouveau-monde;ALG;2017-09-14 19:31:00;498.0;Total War : Warhammer II;Total War
Total War : Haegemonia - aperçu des mécaniques de jeu de la version 2.0;https://www.mundusbellicus.fr/548067-total-war-haegemonia-apercu-des-mecaniques-de-jeu-de-la-version-2-0;ALG;2017-09-14 13:25:00;386.0;;
Total War : Rise of Mordor - L'Isengard se déchaîne !;https://www.mundusbellicus.fr/548051-total-war-rise-of-mordor-l-isengard-se-dechaine;ALG;2017-09-14 02:12:00;1433.0;;
Europa Universalis IV - Carnet de développement du 12 Septembre 2017;https://www.mundusbellicus.fr/547959-europa-universalis-4-carnet-de-developpement-du-12-septembre-2017;DiderLord;2017-09-12 13:00:00;1568.0;Europa Universalis IV;Grande Stratégie
Total War : WARHAMMER - Test final : le jeu et tous ses DLC;https://www.mundusbellicus.fr/547889-total-war-warhammer-test-final-le-jeu-et-tous-ses-dlc;CptSparke;2017-09-11 15:38:00;1047.0;Total War : Warhammer II;Total War
Total War : Rise of Mordor - Fort du Gondor;https://www.mundusbellicus.fr/547774-total-war-rise-of-mordor-fort-du-gondor;ALG;2017-09-09 16:49:00;1451.0;;
Total War : WARHAMMER 2 - Let's Play avec les Hauts Elfes et aperçu de la Porte de l'Aigle;https://www.mundusbellicus.fr/547738-total-war-warhammer-2-let-s-play-avec-les-hauts-elfes-et-apercu-de-la-porte-de-l-aigle;ALG;2017-09-09 01:26:00;525.0;Total War : Warhammer II;Total War
Stellaris - Carnet de développement n°85 : Décadence et Ascension;https://www.mundusbellicus.fr/547693-stellaris-carnet-de-developpement-no-85-decadence-et-ascension;DiderLord;2017-09-08 14:53:00;1762.0;Stellaris;Grande Stratégie
Mount & Blade II : Bannerlord - Carnet de développement du 7 septembre 2017;https://www.mundusbellicus.fr/547629-mount-and-blade-ii-bannerlord-carnet-de-developpement-du-7-septembre-2017;ALG;2017-09-07 21:14:00;758.0;Mount & Blade II : Bannerlord;RPG
Europa Universalis IV - Carnet de développement du 5 Septembre 2017;https://www.mundusbellicus.fr/547616-europa-universalis-iv-carnet-de-developpement-du-5-septembre-2017;DiderLord;2017-09-07 18:47:00;907.0;Europa Universalis IV;Grande Stratégie
Age of Rollo - le Royaume des Pictes;https://www.mundusbellicus.fr/547568-age-of-rollo-le-royaume-des-pictes;ALG;2017-09-07 01:11:00;432.0;;
Albion : Total War - aperçu des personnages uniques;https://www.mundusbellicus.fr/547473-albion-total-war-apercu-des-personnages-historiques-uniques;ALG;2017-09-05 12:33:00;497.0;;
Hearts of Iron IV - Carnets de développement d'Août 2017;https://www.mundusbellicus.fr/547433-hearts-of-iron-iv-carnets-de-developpement-d-aout-2017;Limse;2017-09-04 17:55:00;1269.0;Hearts of Iron IV;Grande Stratégie
The Elder Scrolls : Total War - Sortie v1.4;https://www.mundusbellicus.fr/547374-the-elder-scrolls-total-war-sortie-v1-4;ALG;2017-09-03 01:35:00;1008.0;;
Total War : WARHAMMER 2 - Configuration requise;https://www.mundusbellicus.fr/547219-total-war-warhammer-2-configuration-requise;ALG;2017-08-31 23:41:00;1247.0;Total War : Warhammer II;Total War
Mount & Blade II : Bannerlord - Carnet de développement du 31 août 2017;https://www.mundusbellicus.fr/547212-mount-and-blade-ii-bannerlord-carnet-de-developpement-du-31-aout-2017;ALG;2017-08-31 22:34:00;639.0;Mount & Blade II : Bannerlord;RPG
Stellaris - Carnet de développement n°84 : Présentation de Čapek (deuxième partie);https://www.mundusbellicus.fr/547167-stellaris-carnet-de-developpement-n-84-presentation-de-capek-deuxieme-partie;Spectator_Errans;2017-08-31 19:44:00;1153.0;Stellaris;Grande Stratégie
Europa Universalis IV - Carnet de développement du 29 Août 2017;https://www.mundusbellicus.fr/547081-europa-universalis-iv-carnet-de-developpement-du-29-aout-2017;DiderLord;2017-08-29 18:06:00;2796.0;Europa Universalis IV;Grande Stratégie
L'Actu Mundus - Spécial Eté et Gamescom;https://www.mundusbellicus.fr/547055-l-actu-mundus-special-ete-et-gamescom;CptSparke;2017-08-29 08:03:00;223.0;;
Crusader Kings 2 - Carnet de développement n°64 : La Griffe du Dragon;https://www.mundusbellicus.fr/546999-crusader-kings-2-carnet-de-developpement-n-64-la-griffe-du-dragon;Spectator_Errans;2017-08-28 12:21:00;961.0;;
Cossacks 3 : The Golden Age;https://www.mundusbellicus.fr/546866-cossacks-3-the-golden-age-dlc;Foeurdr;2017-08-26 01:16:00;697.0;;
Total War : WARHAMMER 2 - Let's Play avec les Elfes Noirs;https://www.mundusbellicus.fr/546858-total-war-warhammer-2-let-s-play-avec-les-elfes-noirs;ALG;2017-08-25 23:55:00;303.0;Total War : Warhammer II;Total War
Total War : WARHAMMER - Test : la Norsca;https://www.mundusbellicus.fr/546759-test-la-norsca-dlc-total-war-warhammer;CptSparke;2017-08-24 18:53:00;817.0;Total War : Warhammer II;Total War
Europa Universalis IV - Carnet de développement du 22 Août 2017;https://www.mundusbellicus.fr/546741-europa-universalis-iv-carnet-de-developpement-du-22-aout-2017;DiderLord;2017-08-24 15:56:00;1100.0;Europa Universalis IV;Grande Stratégie
Stellaris - Carnet de développement n°83 : Présentation de Čapek (première partie);https://www.mundusbellicus.fr/546708-stellaris-carnet-de-developpement-n-83-presentation-de-capek-premiere-partie;Spectator_Errans;2017-08-24 12:29:00;1419.0;Stellaris;Grande Stratégie
Mount & Blade II : Bannerlord - Nouvelles infos de la Gamescom 2017;https://www.mundusbellicus.fr/546527-mount-and-blade-2-bannerlord-nouvelles-infos-de-la-gamescom-2017;ALG;2017-08-22 18:59:00;725.0;Mount & Blade II : Bannerlord;RPG
Crusader Kings 2 - Carnet de développement n°63 : Dans les Bonnes Grâces de l'Empereur;https://www.mundusbellicus.fr/546435-crusader-kings-2-carnet-de-developpement-n-63-dans-les-bonnes-graces-de-l-empereur;Spectator_Errans;2017-08-21 14:42:00;977.0;;
Total War : WARHAMMER 2 - Roster des Skavens;https://www.mundusbellicus.fr/546333-total-war-warhammer-2-roster-des-skavens;ALG;2017-08-18 20:48:00;7868.0;Total War : Warhammer II;Total War
Stellaris - Carnet de développement n°82 : La Musique de Synthetic Dawn;https://www.mundusbellicus.fr/546177-stellaris-carnet-de-developpement-n-82-la-musique-de-synthetic-dawn;Spectator_Errans;2017-08-17 12:17:00;649.0;Stellaris;Grande Stratégie
Total War : WARHAMMER 2 - Bande-annonce des Skavens;https://www.mundusbellicus.fr/546147-total-war-warhammer-2-bande-annonce-des-skavens;ALG;2017-08-17 01:05:00;396.0;Total War : Warhammer II;Total War
Total War : WARHAMMER 2 - Carte de la campagne « l'Oeil du Vortex »;https://www.mundusbellicus.fr/546084-total-war-warhammer-2-carte-de-la-campagne-l-oeil-du-vortex;ALG;2017-08-16 01:18:00;6401.0;Total War : Warhammer II;Total War
Europa Universalis IV - Carnet de développement du 15 Août 2017;https://www.mundusbellicus.fr/546079-europa-universalis-iv-carnet-de-developpement-du-15-aout-2017;DiderLord;2017-08-15 22:17:00;1676.0;Europa Universalis IV;Grande Stratégie
Crusader Kings 2 - Carnet de développement n°62 : Nouvelles de Chine;https://www.mundusbellicus.fr/546013-crusader-kings-2-carnet-de-developpement-n-62-nouvelles-de-chine;Spectator_Errans;2017-08-14 15:29:00;919.0;;
Total War : WARHAMMER - sortie du DLC Norsca;https://www.mundusbellicus.fr/545953-total-war-warhammer-sortie-du-dlc-norsca;ALG;2017-08-12 11:06:00;573.0;Total War : Warhammer II;Total War
Stellaris - Carnet de développement n°81 : Les Soulèvements des Machines;https://www.mundusbellicus.fr/545837-stellaris-carnet-de-developpement-n-81-les-soulevements-des-machines;Spectator_Errans;2017-08-10 13:43:00;2303.0;Stellaris;Grande Stratégie
